2.289727134087029103e+00,5.898099150921313871e+00,3.064847512111399652e+01,1.506956036959966383e+00
-3.656591889904574622e+00,-3.925968126433462935e+00,-1.538668084751778764e+01,-1.764559486406873434e+00
-3.050994703714359435e+00,-4.233432369878406654e+00,-1.373947470639962809e+01,-5.235292615804451266e+00
-9.518727972790971492e+00,7.959478458544278823e+00,-1.564972472134734360e+01,-6.985421561253597922e+00
-1.224272690346816628e+00,-1.988106216647769386e+01,6.686347353575961883e+00,-1.286997922179523712e+01
-9.412295916027499487e+00,2.927480227930724599e+00,-1.361250825541235976e+01,-2.603201450536400507e+00
-5.576507771897615484e+00,-6.058357293598715998e+00,-8.966104578131396607e+00,-4.703758902782078088e+00
-7.112786381570803229e+00,-2.008998254731855582e+01,1.486198290666311905e+01,-1.536324199878952435e+01
2.098625473214022819e+01,3.821390476259934665e+00,-4.176534580755018489e+00,1.547922212191702052e+01
-7.302260156257319501e+00,-4.039676961978677650e-02,-1.875194512492356580e+01,-2.469320891405985208e+00
1.545690115093959349e+01,1.099946727785376277e+00,-2.230706780824944224e-01,2.050510195872704955e+01
1.466389300426367903e+01,2.146085221707182189e+00,-3.875481290985915095e+00,2.688686908953343746e+01
-4.318905763497187245e+00,-3.797762220639451680e+00,-1.485698806358021606e+01,-3.518463041600130570e+00
-6.391754636228461628e-01,-1.124757450566802675e+01,-6.410005328060130125e+00,-6.452806874277717597e+00
2.287283549054341591e+01,5.220727388277482284e+00,-6.314055910281742179e+00,2.271961737471829679e+01
-4.491022908674223935e+00,-9.579061131887854685e+00,-7.843739688076308170e+00,-5.263058933358109925e+00
-7.759887735650877083e+00,-7.888294699689859080e+00,-7.682610743532409359e+00,-2.606159535662754934e+00
-3.068779957181600349e+00,-5.599234539215766304e+00,-1.063128169488222063e+01,-6.504556698387662372e+00
-8.784687709135074130e+00,9.249048551669039497e+00,-1.728154752278606310e+01,-1.164866270678818339e+01
-6.165511094357342792e+00,-8.354052320365106254e+00,-8.500467539899291936e+00,-3.906413879003476364e+00
2.152440424257650253e+00,-1.673228859616499875e+01,-6.297312567964177266e-01,-6.200227926812868162e+00
-3.080783860320899237e+00,-3.709264950925605930e+00,-1.187240314756731152e+01,-6.293765204058336948e+00
-1.320707689151685849e-01,1.106389600571021425e+01,2.748829849581563067e+01,2.033438680898425610e-01
-1.282556672349406135e+01,1.168312311447452245e+01,-1.552355173367900676e+01,-8.796351417371504056e+00
-2.773882017213468387e+00,-6.914303392549524752e+00,-1.397041254726319970e+01,-3.052435317930020986e+00
-7.847426571096971948e+00,-1.318605830896017750e+01,5.770990322098056957e+00,-9.397750625928818380e+00
6.295736766671801377e+00,2.655224592866009914e+01,-8.079317731065723152e+00,1.310699177829073570e+01
-1.135981138286257686e+00,9.344996952260810730e+00,2.512409378717634212e+01,1.987380766624930573e+00
-1.498084332520692996e+01,-1.603916810272936999e+01,1.381735799641734985e+01,-1.012484219019733978e+01
7.876974350083466581e-01,1.383309098753656485e+01,1.913548120809956288e+01,1.828669073383548005e+00
1.335861568515731967e+01,2.661336666116572935e+00,-2.781009828561805897e+00,1.991692437746304023e+01
-1.732528370320840061e+00,-6.421603274092651858e+00,-9.436919643283427916e+00,-4.767967976751417147e+00
-2.816094059096085456e+00,-1.314446355613850370e+00,-1.991435395657866891e+01,-6.193284262686878705e+00
3.186139439935846696e+00,1.713264860611771567e+01,1.548240770934005361e+01,8.117639643962257789e-01
5.299079178485861519e+00,-5.395896581228532440e+00,2.938713217603021377e+01,1.280951009536394913e+01
-2.577802848758443677e+00,7.814600257722079668e+00,-1.525341489548172724e+01,-1.459108829281640851e+01
9.004892151723561611e+00,1.479901588487594211e+01,1.540652665884903172e+01,2.327218544481409968e+00
-1.102269630896825170e+01,-5.014166439542567133e+00,-7.000886160082689713e+00,-3.261725697360955856e+00
-6.494931479365421367e+00,-7.962231192708868477e+00,-8.373443854454352575e+00,-4.911950391159622953e+00
-2.499817475791332289e+00,-9.668036567583657259e+00,-7.783990003095484944e+00,-7.002621802916564775e+00
-2.759558567575703947e+00,-4.842065635602754270e+00,-1.204710062162672735e+01,-6.698035245247353053e+00
-7.196560314918726498e+00,-1.423547928849843380e+00,-1.626556850638736407e+01,-4.400675580752393956e-01
-2.143537312082458790e+00,1.212582339597261161e+01,2.756035825131343131e+01,2.236690165672071462e+00
-6.640875558840818371e+00,-9.504885017291231364e+00,-9.321674302618173868e+00,-4.169784312322665221e-01
-1.647049445294599623e+00,1.129064755016313093e+01,2.668514487388049972e+01,1.005757896907703675e+00
3.264583020888462528e+01,6.948523338198595134e+00,-7.298045607358607079e+00,1.329738733172897547e+01
-4.234449730887123731e-01,7.832624324439052543e+00,2.733278973522491739e+01,1.890255081550834992e+00
-4.034944985039199850e+00,-5.257785692078823736e+00,-9.755187468372966464e+00,-3.246302520008133463e+00
1.430043800476920035e+00,-5.331114850168517272e+00,-1.009843246201481470e+01,-9.445330113512499182e+00
1.369011484990483041e+01,2.193901386737768799e+00,-3.372315192575326748e+00,2.196815885085391784e+01
