1.246332642463934270e+00,3.531294689650245289e+00,1.489407258604888895e+01,2.144647053045308505e-01
-2.842671119660558965e+00,-1.731095572365311641e+00,-9.047299703110660118e+00,-4.157111880508618240e-01
-9.305756381896863605e-01,-1.551811781462828499e+00,-6.915804230239007921e+00,-1.113191887761718846e+00
-4.251237463516311266e+00,6.607466950752145962e+00,-9.662203096831358806e+00,-2.270208527006927213e+00
4.258465523396600894e+00,-5.867527693367969199e+00,8.208455095338340612e+00,-1.081004133773276532e+00
-1.052764200361417490e+00,1.054354572275523516e+01,-7.384402385477502939e+00,5.823568323679133130e+00
-2.738808940985781870e+00,-3.086594198552614188e+00,-5.061047933550413269e+00,-1.579398313951470012e+00
1.859767394065956259e+00,-2.728193635846728693e+00,1.359218991400459231e+01,4.209686415341856502e+00
8.337672266464709381e+00,2.912226576061939243e-01,-4.848481669711000919e+00,3.338676062627844221e+00
1.429965622519652646e+00,2.380842134493488693e+00,-5.756878686891159447e+00,2.739415938634586656e+00
1.723245201274860028e+00,-3.420454206967736610e+00,-3.920519830627155589e+00,1.008271743500421147e+00
-7.351635730686829628e-01,-2.679149717757604687e+00,-5.293519906057489344e+00,3.115889238915299675e+00
-1.471262491068477951e+00,-1.891997784493320456e+00,-7.729358082189952128e+00,-2.185840486381350090e+00
4.457416718683520962e+00,-6.187090703596098251e+00,-2.512122061354536307e+00,-7.792197155542531783e-01
1.142128270370077248e+00,-9.303430838196871111e-01,-5.287577543240418620e+00,-3.193909920017501847e+00
-1.717039144232475945e+00,-4.254266717274542309e+00,-3.707426932846313861e+00,-1.914962477100258464e+00
-2.655557209818451891e+00,-3.893382036821622538e+00,-3.374225559567173516e+00,1.089539587293062217e+00
2.290596593651789359e+00,-1.621768308490989963e+00,-5.324009327245218692e+00,-3.115440016984200589e-01
-1.616306312248564359e+00,6.742289859076759484e+00,-5.714093902228253974e+00,-1.716618191009747996e+00
-1.725237365422620073e+00,-3.048283791755189043e+00,-2.779954455509172639e+00,2.709342512862114916e+00
1.292200140386913709e+01,-9.910261174626246117e+00,3.245379135182209218e+00,2.382110057641448009e+00
-4.158756425911607213e-01,-1.553743634395356121e+00,-6.492732254350253918e+00,-2.352009239241163119e+00
-5.966181915583901318e-01,6.867180492560843952e+00,1.508846393672955344e+01,-7.530717718826217544e-01
